"utterance","item","speaker_belief","prob"
"BARE-dances-?","Charley_H","dances",0.894887557720772
"BARE-dances-?","Charley_H","doesnt_dance",0.00699181594217083
"BARE-dances-?","Charley_H","uncertain",0.0981206263370572
"BARE-dances-?","Charley_L","dances",0.073091141060765
"BARE-dances-?","Charley_L","doesnt_dance",0.428533062266908
"BARE-dances-?","Charley_L","uncertain",0.498375796672326
"BARE-dances-?","Danny_H","dances",0.545476590761819
"BARE-dances-?","Danny_H","doesnt_dance",0.00845826314431382
"BARE-dances-?","Danny_H","uncertain",0.446065146093868
"BARE-dances-?","Danny_L","dances",0.102727766373505
"BARE-dances-?","Danny_L","doesnt_dance",0.483242977989569
"BARE-dances-?","Danny_L","uncertain",0.414029255636925
"BARE-dances-?","Emily_H","dances",0.250391049737706
"BARE-dances-?","Emily_H","doesnt_dance",0.0683412673410597
"BARE-dances-?","Emily_H","uncertain",0.681267682921235
"BARE-dances-?","Emily_L","dances",0.0596517723536448
"BARE-dances-?","Emily_L","doesnt_dance",0.747446980023785
"BARE-dances-?","Emily_L","uncertain",0.192901247622571
"BARE-dances-?","Emma_H","dances",0.641154660960453
"BARE-dances-?","Emma_H","doesnt_dance",0.0149741452685592
"BARE-dances-?","Emma_H","uncertain",0.343871193770987
"BARE-dances-?","Emma_L","dances",0.161261466136675
"BARE-dances-?","Emma_L","doesnt_dance",0.383598292012741
"BARE-dances-?","Emma_L","uncertain",0.455140241850584
"BARE-dances-?","Frank_H","dances",0.45437793815086
"BARE-dances-?","Frank_H","doesnt_dance",0.0136447737943879
"BARE-dances-?","Frank_H","uncertain",0.531977288054752
"BARE-dances-?","Frank_L","dances",0.105456645264395
"BARE-dances-?","Frank_L","doesnt_dance",0.771838918474036
"BARE-dances-?","Frank_L","uncertain",0.12270443626157
"BARE-dances-?","Grace_H","dances",0.8322481817344
"BARE-dances-?","Grace_H","doesnt_dance",0.00781558489643856
"BARE-dances-?","Grace_H","uncertain",0.159936233369161
"BARE-dances-?","Grace_L","dances",0.152149890278885
"BARE-dances-?","Grace_L","doesnt_dance",0.552240055046014
"BARE-dances-?","Grace_L","uncertain",0.295610054675101
"BARE-dances-?","Isabella_H","dances",0.129592540730334
"BARE-dances-?","Isabella_H","doesnt_dance",0.0446491387747811
"BARE-dances-?","Isabella_H","uncertain",0.825758320494886
"BARE-dances-?","Isabella_L","dances",0.0836171042381022
"BARE-dances-?","Isabella_L","doesnt_dance",0.774479618879723
"BARE-dances-?","Isabella_L","uncertain",0.141903276882175
"BARE-dances-?","Jackson_H","dances",0.833625308845708
"BARE-dances-?","Jackson_H","doesnt_dance",0.0132081768049721
"BARE-dances-?","Jackson_H","uncertain",0.15316651434932
"BARE-dances-?","Jackson_L","dances",0.0845857032860676
"BARE-dances-?","Jackson_L","doesnt_dance",0.733067792906933
"BARE-dances-?","Jackson_L","uncertain",0.182346503807
"BARE-dances-?","Jayden_H","dances",0.552254736165759
"BARE-dances-?","Jayden_H","doesnt_dance",0.0256736934296152
"BARE-dances-?","Jayden_H","uncertain",0.422071570404626
"BARE-dances-?","Jayden_L","dances",0.142226358659837
"BARE-dances-?","Jayden_L","doesnt_dance",0.652970218941458
"BARE-dances-?","Jayden_L","uncertain",0.204803422398704
"BARE-dances-?","Jon_H","dances",0.819365267909159
"BARE-dances-?","Jon_H","doesnt_dance",0.0137284045218825
"BARE-dances-?","Jon_H","uncertain",0.166906327568958
"BARE-dances-?","Jon_L","dances",0.136263716924589
"BARE-dances-?","Jon_L","doesnt_dance",0.64188996686364
"BARE-dances-?","Jon_L","uncertain",0.221846316211771
"BARE-dances-?","Josh_H","dances",0.298923976725071
"BARE-dances-?","Josh_H","doesnt_dance",0.0648769228442292
"BARE-dances-?","Josh_H","uncertain",0.6361991004307
"BARE-dances-?","Josh_L","dances",0.0989768276701206
"BARE-dances-?","Josh_L","doesnt_dance",0.540228555137971
"BARE-dances-?","Josh_L","uncertain",0.360794617191908
"BARE-dances-?","Josie_H","dances",0.676093664534773
"BARE-dances-?","Josie_H","doesnt_dance",0.0108512040588198
"BARE-dances-?","Josie_H","uncertain",0.313055131406407
"BARE-dances-?","Josie_L","dances",0.0764961282439625
"BARE-dances-?","Josie_L","doesnt_dance",0.715675101524544
"BARE-dances-?","Josie_L","uncertain",0.207828770231494
"BARE-dances-?","Julian_H","dances",0.344990697516086
"BARE-dances-?","Julian_H","doesnt_dance",0.0277719653389711
"BARE-dances-?","Julian_H","uncertain",0.627237337144942
"BARE-dances-?","Julian_L","dances",0.0734481762112123
"BARE-dances-?","Julian_L","doesnt_dance",0.257565718114363
"BARE-dances-?","Julian_L","uncertain",0.668986105674425
"BARE-dances-?","Mary_H","dances",0.893895803040275
"BARE-dances-?","Mary_H","doesnt_dance",0.0210475399890459
"BARE-dances-?","Mary_H","uncertain",0.0850566569706791
"BARE-dances-?","Mary_L","dances",0.100855967526462
"BARE-dances-?","Mary_L","doesnt_dance",0.658848205710287
"BARE-dances-?","Mary_L","uncertain",0.240295826763252
"BARE-dances-?","Olivia_H","dances",0.756056631056834
"BARE-dances-?","Olivia_H","doesnt_dance",0.0355242308395264
"BARE-dances-?","Olivia_H","uncertain",0.20841913810364
"BARE-dances-?","Olivia_L","dances",0.125732274980857
"BARE-dances-?","Olivia_L","doesnt_dance",0.638891590876286
"BARE-dances-?","Olivia_L","uncertain",0.235376134142857
"BARE-dances-?","Owen_H","dances",0.763125758217272
"BARE-dances-?","Owen_H","doesnt_dance",0.0124938829552883
"BARE-dances-?","Owen_H","uncertain",0.22438035882744
"BARE-dances-?","Owen_L","dances",0.170174256653946
"BARE-dances-?","Owen_L","doesnt_dance",0.514839069227089
"BARE-dances-?","Owen_L","uncertain",0.314986674118964
"BARE-dances-?","Tony_H","dances",0.718421976449228
"BARE-dances-?","Tony_H","doesnt_dance",0.00794352421444289
"BARE-dances-?","Tony_H","uncertain",0.273634499336329
"BARE-dances-?","Tony_L","dances",0.116486160336162
"BARE-dances-?","Tony_L","doesnt_dance",0.657397561566563
"BARE-dances-?","Tony_L","uncertain",0.226116278097275
"BARE-dances-?","Zoe_H","dances",0.773909704682543
"BARE-dances-?","Zoe_H","doesnt_dance",0.0084858870355595
"BARE-dances-?","Zoe_H","uncertain",0.217604408281898
"BARE-dances-?","Zoe_L","dances",0.122310479700996
"BARE-dances-?","Zoe_L","doesnt_dance",0.719509245773311
"BARE-dances-?","Zoe_L","uncertain",0.158180274525694
"know-dances-?","Charley_H","dances",0.983179842726639
"know-dances-?","Charley_H","doesnt_dance",0.00094760249807714
"know-dances-?","Charley_H","uncertain",0.0158725547752835
"know-dances-?","Charley_L","dances",0.714402762032724
"know-dances-?","Charley_L","doesnt_dance",0.15787546659985
"know-dances-?","Charley_L","uncertain",0.127721771367426
"know-dances-?","Danny_H","dances",0.942914099639142
"know-dances-?","Danny_H","doesnt_dance",0.000910035412614936
"know-dances-?","Danny_H","uncertain",0.0561758649482428
"know-dances-?","Danny_L","dances",0.777901471990887
"know-dances-?","Danny_L","doesnt_dance",0.14136861618844
"know-dances-?","Danny_L","uncertain",0.0807299118206732
"know-dances-?","Emily_H","dances",0.882886596138018
"know-dances-?","Emily_H","doesnt_dance",0.0101898263662678
"know-dances-?","Emily_H","uncertain",0.106923577495714
"know-dances-?","Emily_L","dances",0.644804852792033
"know-dances-?","Emily_L","doesnt_dance",0.311532263844371
"know-dances-?","Emily_L","uncertain",0.0436628833635963
"know-dances-?","Emma_H","dances",0.955327488941892
"know-dances-?","Emma_H","doesnt_dance",0.00160765477255537
"know-dances-?","Emma_H","uncertain",0.0430648562855521
"know-dances-?","Emma_L","dances",0.849446935860362
"know-dances-?","Emma_L","doesnt_dance",0.0804753998320594
"know-dances-?","Emma_L","uncertain",0.0700776643075785
"know-dances-?","Frank_H","dances",0.929959078217116
"know-dances-?","Frank_H","doesnt_dance",0.00152148794977905
"know-dances-?","Frank_H","uncertain",0.068519433833105
"know-dances-?","Frank_L","dances",0.760999131444351
"know-dances-?","Frank_L","doesnt_dance",0.220157918511947
"know-dances-?","Frank_L","uncertain",0.0188429500437017
"know-dances-?","Grace_H","dances",0.975496128476178
"know-dances-?","Grace_H","doesnt_dance",0.000967263222428903
"know-dances-?","Grace_H","uncertain",0.0235366083013937
"know-dances-?","Grace_L","dances",0.83704132281554
"know-dances-?","Grace_L","doesnt_dance",0.121622439648743
"know-dances-?","Grace_L","uncertain",0.0413362375357165
"know-dances-?","Isabella_H","dances",0.788918877017131
"know-dances-?","Isabella_H","doesnt_dance",0.0101225792503632
"know-dances-?","Isabella_H","uncertain",0.200958543732505
"know-dances-?","Isabella_L","dances",0.715458098138268
"know-dances-?","Isabella_L","doesnt_dance",0.259117114727233
"know-dances-?","Isabella_L","uncertain",0.0254247871344978
"know-dances-?","Jackson_H","dances",0.976187467845462
"know-dances-?","Jackson_H","doesnt_dance",0.00162085019857644
"know-dances-?","Jackson_H","uncertain",0.0221916819559618
"know-dances-?","Jackson_L","dances",0.722336124080764
"know-dances-?","Jackson_L","doesnt_dance",0.244216122696237
"know-dances-?","Jackson_L","uncertain",0.033447753223
"know-dances-?","Jayden_H","dances",0.945886028048658
"know-dances-?","Jayden_H","doesnt_dance",0.00273343953436238
"know-dances-?","Jayden_H","uncertain",0.051380532416979
"know-dances-?","Jayden_L","dances",0.821242317152084
"know-dances-?","Jayden_L","doesnt_dance",0.150936178818315
"know-dances-?","Jayden_L","uncertain",0.0278215040296003
"know-dances-?","Jon_H","dances",0.974606149045571
"know-dances-?","Jon_H","doesnt_dance",0.00165594724644358
"know-dances-?","Jon_H","uncertain",0.023737903707986
"know-dances-?","Jon_L","dances",0.815491147894905
"know-dances-?","Jon_L","doesnt_dance",0.153175578247406
"know-dances-?","Jon_L","uncertain",0.0313332738576892
"know-dances-?","Josh_H","dances",0.9005404463222
"know-dances-?","Josh_H","doesnt_dance",0.00870927971171617
"know-dances-?","Josh_H","uncertain",0.0907502739660836
"know-dances-?","Josh_L","dances",0.768499409993357
"know-dances-?","Josh_L","doesnt_dance",0.162499480324168
"know-dances-?","Josh_L","uncertain",0.069001109682475
"know-dances-?","Josie_H","dances",0.958726727213382
"know-dances-?","Josie_H","doesnt_dance",0.0011823614705653
"know-dances-?","Josie_H","uncertain",0.0400909113160525
"know-dances-?","Josie_L","dances",0.703407162157217
"know-dances-?","Josie_L","doesnt_dance",0.255333741418947
"know-dances-?","Josie_L","uncertain",0.041259096423836
"know-dances-?","Julian_H","dances",0.908991941357098
"know-dances-?","Julian_H","doesnt_dance",0.00345253252031384
"know-dances-?","Julian_H","uncertain",0.0875555261225877
"know-dances-?","Julian_L","dances",0.711966248674524
"know-dances-?","Julian_L","doesnt_dance",0.0919178171493244
"know-dances-?","Julian_L","uncertain",0.196115934176152
"know-dances-?","Mary_H","dances",0.984196701551993
"know-dances-?","Mary_H","doesnt_dance",0.00275542708235499
"know-dances-?","Mary_H","uncertain",0.0130478713656517
"know-dances-?","Mary_L","dances",0.763398181007975
"know-dances-?","Mary_L","doesnt_dance",0.195208397404964
"know-dances-?","Mary_L","uncertain",0.0413934215870606
"know-dances-?","Olivia_H","dances",0.969765202343148
"know-dances-?","Olivia_H","doesnt_dance",0.00392621595290137
"know-dances-?","Olivia_H","uncertain",0.0263085817039505
"know-dances-?","Olivia_L","dances",0.803004186802775
"know-dances-?","Olivia_L","doesnt_dance",0.16171466182561
"know-dances-?","Olivia_L","uncertain",0.0352811513716138
"know-dances-?","Owen_H","dances",0.968286647176114
"know-dances-?","Owen_H","doesnt_dance",0.00143150564743822
"know-dances-?","Owen_H","uncertain",0.030281847176448
"know-dances-?","Owen_L","dances",0.853789515347107
"know-dances-?","Owen_L","doesnt_dance",0.104337398784155
"know-dances-?","Owen_L","uncertain",0.0418730858687384
"know-dances-?","Tony_H","dances",0.962976638021732
"know-dances-?","Tony_H","doesnt_dance",0.000887084268277813
"know-dances-?","Tony_H","uncertain",0.0361362777099899
"know-dances-?","Tony_L","dances",0.788955712931845
"know-dances-?","Tony_L","doesnt_dance",0.175770515215755
"know-dances-?","Tony_L","uncertain",0.0352737718524003
"know-dances-?","Zoe_H","dances",0.969025971368001
"know-dances-?","Zoe_H","doesnt_dance",0.000986950640541606
"know-dances-?","Zoe_H","uncertain",0.0299870779914573
"know-dances-?","Zoe_L","dances",0.792026048545501
"know-dances-?","Zoe_L","doesnt_dance",0.185208916475585
