"utterance","item","speaker_belief","prob"
"BARE-dances-?","Charley_H","dances",0.896414741690386
"BARE-dances-?","Charley_H","doesnt_dance",0.0131966025902198
"BARE-dances-?","Charley_H","uncertain",0.0903886557193944
"BARE-dances-?","Charley_L","dances",0.0558953796672965
"BARE-dances-?","Charley_L","doesnt_dance",0.590705815892823
"BARE-dances-?","Charley_L","uncertain",0.353398804439879
"BARE-dances-?","Danny_H","dances",0.558770788510381
"BARE-dances-?","Danny_H","doesnt_dance",0.0165132041789561
"BARE-dances-?","Danny_H","uncertain",0.424716007310663
"BARE-dances-?","Danny_L","dances",0.07588859973136
"BARE-dances-?","Danny_L","doesnt_dance",0.641002293952923
"BARE-dances-?","Danny_L","uncertain",0.283109106315718
"BARE-dances-?","Emily_H","dances",0.245886912706794
"BARE-dances-?","Emily_H","doesnt_dance",0.127242873441399
"BARE-dances-?","Emily_H","uncertain",0.626870213851808
"BARE-dances-?","Emily_L","dances",0.0381719163822575
"BARE-dances-?","Emily_L","doesnt_dance",0.847960535465462
"BARE-dances-?","Emily_L","uncertain",0.113867548152281
"BARE-dances-?","Emma_H","dances",0.648936994298957
"BARE-dances-?","Emma_H","doesnt_dance",0.0287318367802055
"BARE-dances-?","Emma_H","uncertain",0.322331168920838
"BARE-dances-?","Emma_L","dances",0.126297658529181
"BARE-dances-?","Emma_L","doesnt_dance",0.543373857165414
"BARE-dances-?","Emma_L","uncertain",0.330328484305405
"BARE-dances-?","Frank_H","dances",0.465297250175634
"BARE-dances-?","Frank_H","doesnt_dance",0.0266934251772176
"BARE-dances-?","Frank_H","uncertain",0.508009324647149
"BARE-dances-?","Frank_L","dances",0.0664943828172803
"BARE-dances-?","Frank_L","doesnt_dance",0.862192781456519
"BARE-dances-?","Frank_L","uncertain",0.0713128357262004
"BARE-dances-?","Grace_H","dances",0.837004393565781
"BARE-dances-?","Grace_H","doesnt_dance",0.0148344627363984
"BARE-dances-?","Grace_H","uncertain",0.148161143697821
"BARE-dances-?","Grace_L","dances",0.107691373924409
"BARE-dances-?","Grace_L","doesnt_dance",0.699029155113505
"BARE-dances-?","Grace_L","uncertain",0.193279470962087
"BARE-dances-?","Isabella_H","dances",0.130170709522879
"BARE-dances-?","Isabella_H","doesnt_dance",0.0861554945872567
"BARE-dances-?","Isabella_H","uncertain",0.783673795889864
"BARE-dances-?","Isabella_L","dances",0.0527120217627875
"BARE-dances-?","Isabella_L","doesnt_dance",0.864817356264618
"BARE-dances-?","Isabella_L","uncertain",0.0824706219725949
"BARE-dances-?","Jackson_H","dances",0.833971950715933
"BARE-dances-?","Jackson_H","doesnt_dance",0.024908630420713
"BARE-dances-?","Jackson_H","uncertain",0.141119418863354
"BARE-dances-?","Jackson_L","dances",0.0544603013013351
"BARE-dances-?","Jackson_L","doesnt_dance",0.837254823806591
"BARE-dances-?","Jackson_L","uncertain",0.108284874892074
"BARE-dances-?","Jayden_H","dances",0.556244434342566
"BARE-dances-?","Jayden_H","doesnt_dance",0.0490450751000181
"BARE-dances-?","Jayden_H","uncertain",0.394710490557416
"BARE-dances-?","Jayden_L","dances",0.0952425163084361
"BARE-dances-?","Jayden_L","doesnt_dance",0.77822988486559
"BARE-dances-?","Jayden_L","uncertain",0.126527598825974
"BARE-dances-?","Jon_H","dances",0.820166577832069
"BARE-dances-?","Jon_H","doesnt_dance",0.0259120074748671
"BARE-dances-?","Jon_H","uncertain",0.153921414693064
"BARE-dances-?","Jon_L","dances",0.0918265644931697
"BARE-dances-?","Jon_L","doesnt_dance",0.770219683508098
"BARE-dances-?","Jon_L","uncertain",0.137953751998732
"BARE-dances-?","Josh_H","dances",0.293962858864743
"BARE-dances-?","Josh_H","doesnt_dance",0.120863081933425
"BARE-dances-?","Josh_H","uncertain",0.585174059201832
"BARE-dances-?","Josh_L","dances",0.0707325466364898
"BARE-dances-?","Josh_L","doesnt_dance",0.690848728453269
"BARE-dances-?","Josh_L","uncertain",0.238418724910241
"BARE-dances-?","Josie_H","dances",0.685479424528701
"BARE-dances-?","Josie_H","doesnt_dance",0.0208525676429862
"BARE-dances-?","Josie_H","uncertain",0.293668007828313
"BARE-dances-?","Josie_L","dances",0.049718887618953
"BARE-dances-?","Josie_L","doesnt_dance",0.825655584438402
"BARE-dances-?","Josie_L","uncertain",0.124625527942645
"BARE-dances-?","Julian_H","dances",0.350179603366504
"BARE-dances-?","Julian_H","doesnt_dance",0.0538847956436041
"BARE-dances-?","Julian_H","uncertain",0.595935600989891
"BARE-dances-?","Julian_L","dances",0.0627959710696146
"BARE-dances-?","Julian_L","doesnt_dance",0.403853321508843
"BARE-dances-?","Julian_L","uncertain",0.533350707421542
"BARE-dances-?","Mary_H","dances",0.883603839938533
"BARE-dances-?","Mary_H","doesnt_dance",0.0390945440878755
"BARE-dances-?","Mary_H","uncertain",0.0773016159735913
"BARE-dances-?","Mary_L","dances",0.067469177496671
"BARE-dances-?","Mary_L","doesnt_dance",0.784160197485966
"BARE-dances-?","Mary_L","uncertain",0.148370625017362
"BARE-dances-?","Olivia_H","dances",0.744810905185186
"BARE-dances-?","Olivia_H","doesnt_dance",0.0658094368050744
"BARE-dances-?","Olivia_H","uncertain",0.18937965800974
"BARE-dances-?","Olivia_L","dances",0.0849138902220731
"BARE-dances-?","Olivia_L","doesnt_dance",0.76837422015469
"BARE-dances-?","Olivia_L","uncertain",0.146711889623237
"BARE-dances-?","Owen_H","dances",0.767901829349082
"BARE-dances-?","Owen_H","doesnt_dance",0.0237523302512797
"BARE-dances-?","Owen_H","uncertain",0.208345840399638
"BARE-dances-?","Owen_L","dances",0.122966807839727
"BARE-dances-?","Owen_L","doesnt_dance",0.666708621463179
"BARE-dances-?","Owen_L","uncertain",0.210324570697094
"BARE-dances-?","Tony_H","dances",0.728375702026708
"BARE-dances-?","Tony_H","doesnt_dance",0.0152532494096726
"BARE-dances-?","Tony_H","uncertain",0.25637104856362
"BARE-dances-?","Tony_L","dances",0.0779233536369056
"BARE-dances-?","Tony_L","doesnt_dance",0.782490371408236
"BARE-dances-?","Tony_L","uncertain",0.139586274954859
"BARE-dances-?","Zoe_H","dances",0.781167328598407
"BARE-dances-?","Zoe_H","doesnt_dance",0.0161916837876016
"BARE-dances-?","Zoe_H","uncertain",0.202640987613992
"BARE-dances-?","Zoe_L","dances",0.0791514207684871
"BARE-dances-?","Zoe_L","doesnt_dance",0.826463001290861
"BARE-dances-?","Zoe_L","uncertain",0.0943855779406526
"know-dances-?","Charley_H","dances",0.982292260120403
"know-dances-?","Charley_H","doesnt_dance",0.00123307501263055
"know-dances-?","Charley_H","uncertain",0.0164746648669661
"know-dances-?","Charley_L","dances",0.801125779679982
"know-dances-?","Charley_L","doesnt_dance",0.0989589124315668
"know-dances-?","Charley_L","uncertain",0.0999153078884505
"know-dances-?","Danny_H","dances",0.948593562420843
"know-dances-?","Danny_H","doesnt_dance",0.000891888930853218
"know-dances-?","Danny_H","uncertain",0.0505145486483039
"know-dances-?","Danny_L","dances",0.849960937723678
"know-dances-?","Danny_L","doesnt_dance",0.0885790489613776
"know-dances-?","Danny_L","uncertain",0.0614600133149444
"know-dances-?","Emily_H","dances",0.904292909518049
"know-dances-?","Emily_H","doesnt_dance",0.00749605094058047
"know-dances-?","Emily_H","uncertain",0.0882110395413707
"know-dances-?","Emily_L","dances",0.765309742872021
"know-dances-?","Emily_L","doesnt_dance",0.201979143594226
"know-dances-?","Emily_L","uncertain",0.0327111135337537
"know-dances-?","Emma_H","dances",0.958376949108471
"know-dances-?","Emma_H","doesnt_dance",0.00169235834097967
"know-dances-?","Emma_H","uncertain",0.0399306925505493
"know-dances-?","Emma_L","dances",0.894101417491298
"know-dances-?","Emma_L","doesnt_dance",0.0518294807069088
"know-dances-?","Emma_L","uncertain",0.0540691018017926
"know-dances-?","Frank_H","dances",0.938665130715154
"know-dances-?","Frank_H","doesnt_dance",0.00137958302376828
"know-dances-?","Frank_H","uncertain",0.0599552862610779
"know-dances-?","Frank_L","dances",0.847719894513089
"know-dances-?","Frank_L","doesnt_dance",0.138821299783528
"know-dances-?","Frank_L","uncertain",0.0134588057033836
"know-dances-?","Grace_H","dances",0.975221365836903
"know-dances-?","Grace_H","doesnt_dance",0.00118964551466692
"know-dances-?","Grace_H","uncertain",0.02358898864843
"know-dances-?","Grace_L","dances",0.891935387132576
"know-dances-?","Grace_L","doesnt_dance",0.0772637582729163
"know-dances-?","Grace_L","uncertain",0.0308008545945083
"know-dances-?","Isabella_H","dances",0.829708343239653
"know-dances-?","Isabella_H","doesnt_dance",0.00666574197916966
"know-dances-?","Isabella_H","uncertain",0.163625914781177
"know-dances-?","Isabella_L","dances",0.816967542481087
"know-dances-?","Isabella_L","doesnt_dance",0.164638869086639
"know-dances-?","Isabella_L","uncertain",0.0183935884322738
"know-dances-?","Jackson_H","dances",0.975763192555684
"know-dances-?","Jackson_H","doesnt_dance",0.00198885158720568
"know-dances-?","Jackson_H","uncertain",0.0222479558571101
"know-dances-?","Jackson_L","dances",0.820836748742478
"know-dances-?","Jackson_L","doesnt_dance",0.154752576299148
"know-dances-?","Jackson_L","uncertain",0.0244106749583736
"know-dances-?","Jayden_H","dances",0.951075441084296
"know-dances-?","Jayden_H","doesnt_dance",0.00266813717756705
"know-dances-?","Jayden_H","uncertain",0.0462564217381372
"know-dances-?","Jayden_L","dances",0.884379069747642
"know-dances-?","Jayden_L","doesnt_dance",0.0953476900986888
"know-dances-?","Jayden_L","uncertain",0.020273240153669
"know-dances-?","Jon_H","dances",0.974361420884628
"know-dances-?","Jon_H","doesnt_dance",0.00200714205970803
"know-dances-?","Jon_H","uncertain",0.0236314370556642
"know-dances-?","Jon_L","dances",0.88047857296012
"know-dances-?","Jon_L","doesnt_dance",0.0966202833048417
"know-dances-?","Jon_L","uncertain",0.0229011437350381
"know-dances-?","Josh_H","dances",0.917519429746198
"know-dances-?","Josh_H","doesnt_dance",0.00671602158570775
"know-dances-?","Josh_H","uncertain",0.075764548668094
"know-dances-?","Josh_L","dances",0.846097142539382
"know-dances-?","Josh_L","doesnt_dance",0.101880467636456
"know-dances-?","Josh_L","uncertain",0.0520223898241625
"know-dances-?","Josie_H","dances",0.961081729443455
"know-dances-?","Josie_H","doesnt_dance",0.00128179149122159
"know-dances-?","Josie_H","uncertain",0.037636479065323
"know-dances-?","Josie_L","dances",0.807149862769547
"know-dances-?","Josie_L","doesnt_dance",0.162402748519759
"know-dances-?","Josie_L","uncertain",0.0304473887106943
"know-dances-?","Julian_H","dances",0.922915356682956
"know-dances-?","Julian_H","doesnt_dance",0.00282270962798163
"know-dances-?","Julian_H","uncertain",0.074261933689062
"know-dances-?","Julian_L","dances",0.785288985189335
"know-dances-?","Julian_L","doesnt_dance",0.0573142668724196
"know-dances-?","Julian_L","uncertain",0.157396747938246
"know-dances-?","Mary_H","dances",0.982943826352691
