"utterance","item","speaker_belief","prob"
"BARE-dances-?","Charley_H","dances",0.905990673160121
"BARE-dances-?","Charley_H","doesnt_dance",0.00611429057314177
"BARE-dances-?","Charley_H","uncertain",0.087895036266737
"BARE-dances-?","Charley_L","dances",0.0797844646430486
"BARE-dances-?","Charley_L","doesnt_dance",0.445652152451079
"BARE-dances-?","Charley_L","uncertain",0.474563382905872
"BARE-dances-?","Danny_H","dances",0.581324225942022
"BARE-dances-?","Danny_H","doesnt_dance",0.00781219247461824
"BARE-dances-?","Danny_H","uncertain",0.41086358158336
"BARE-dances-?","Danny_L","dances",0.110801793129341
"BARE-dances-?","Danny_L","doesnt_dance",0.498072508659651
"BARE-dances-?","Danny_L","uncertain",0.391125698211009
"BARE-dances-?","Emily_H","dances",0.281116659402248
"BARE-dances-?","Emily_H","doesnt_dance",0.0684178058571896
"BARE-dances-?","Emily_H","uncertain",0.650465534740563
"BARE-dances-?","Emily_L","dances",0.0624809640093514
"BARE-dances-?","Emily_L","doesnt_dance",0.75907980439664
"BARE-dances-?","Emily_L","uncertain",0.178439231594008
"BARE-dances-?","Emma_H","dances",0.672249979771742
"BARE-dances-?","Emma_H","doesnt_dance",0.0136285376832076
"BARE-dances-?","Emma_H","uncertain",0.31412148254505
"BARE-dances-?","Emma_L","dances",0.174971733113947
"BARE-dances-?","Emma_L","doesnt_dance",0.39379891140322
"BARE-dances-?","Emma_L","uncertain",0.431229355482834
"BARE-dances-?","Frank_H","dances",0.492371906567733
"BARE-dances-?","Frank_H","doesnt_dance",0.0128561010922895
"BARE-dances-?","Frank_H","uncertain",0.494771992339977
"BARE-dances-?","Frank_L","dances",0.10960732745432
"BARE-dances-?","Frank_L","doesnt_dance",0.777560936101356
"BARE-dances-?","Frank_L","uncertain",0.112831736444324
"BARE-dances-?","Grace_H","dances",0.849224978381154
"BARE-dances-?","Grace_H","doesnt_dance",0.00689333692253041
"BARE-dances-?","Grace_H","uncertain",0.143881684696315
"BARE-dances-?","Grace_L","dances",0.161610767057365
"BARE-dances-?","Grace_L","doesnt_dance",0.562110282239013
"BARE-dances-?","Grace_L","uncertain",0.276278950703622
"BARE-dances-?","Isabella_H","dances",0.150824987657574
"BARE-dances-?","Isabella_H","doesnt_dance",0.0461075011622241
"BARE-dances-?","Isabella_H","uncertain",0.803067511180202
"BARE-dances-?","Isabella_L","dances",0.0870762281226327
"BARE-dances-?","Isabella_L","doesnt_dance",0.782246508252239
"BARE-dances-?","Isabella_L","uncertain",0.130677263625131
"BARE-dances-?","Jackson_H","dances",0.850499076827693
"BARE-dances-?","Jackson_H","doesnt_dance",0.0116699767871632
"BARE-dances-?","Jackson_H","uncertain",0.137830946385145
"BARE-dances-?","Jackson_L","dances",0.0885185722562776
"BARE-dances-?","Jackson_L","doesnt_dance",0.742915523030952
"BARE-dances-?","Jackson_L","uncertain",0.16856590471277
"BARE-dances-?","Jayden_H","dances",0.587244308911319
"BARE-dances-?","Jayden_H","doesnt_dance",0.0238192868040031
"BARE-dances-?","Jayden_H","uncertain",0.388936404284678
"BARE-dances-?","Jayden_L","dances",0.149364377425985
"BARE-dances-?","Jayden_L","doesnt_dance",0.660792664286552
